brand,model,generation,fuel,para,power_original,power_promoted,power_diff,torque_original,torque_promoted,torque_diff
Samsung,SM6,2015>...,Gasoline,1.6 TCe,150 hp,180 hp,+ 30 hp,220 Nm,270 Nm,+ 50 Nm
Samsung,SM6,2015>...,Gasoline,1.6 TCe,200 hp,220 hp,+ 20 hp,260 Nm,310 Nm,+ 50 Nm
Samsung,SM6,2015>...,Diesel,1.5 DCi,110 hp,130 hp,+ 20 hp,260 Nm,300 Nm,+ 40 Nm
Samsung,SM6,2015>...,Diesel,1.6 DCi,130 hp,155 hp,+ 25 hp,320 Nm,370 Nm,+ 50 Nm
Samsung,SM6,2015>...,Diesel,1.6 DCi,160 hp,180 hp,+ 20 hp,380 Nm,420 Nm,+ 40 Nm
