brand,model,generation,fuel,para,power_original,power_promoted,power_diff,torque_original,torque_promoted,torque_diff
Daewoo,Tosca,All,Diesel,2.0 VCDI,150 hp,180 hp,+ 30 hp,320 Nm,380 Nm,+ 60 Nm
Daewoo,Winstorm,All,Diesel,2.0 VCDI,150 hp,180 hp,+ 30 hp,320 Nm,380 Nm,+ 60 Nm
